movietitle,year
The Argentine (Che: Part One),2009
La plegaria del vidente,2012
Bronson,2009
United 93,2006
Producing Adults,2004
The Devil Inside,2012
Beautiful Boy,2012
The Hobbit: An Unexpected Journey,2012
Les regrets,2009
The Rum Diary,2012
"New York, I Love You",2011
Surrogates,2009
Beauty and the Beast (IMAX),2002
Dabangg,2010
Io sono Li,2012
Joueuse,2010
Hotel Rwanda,2005
Charlie Bartlett,2008
Congorama,2007
It's All Gone Pete Tong,2006
The Lizzie McGuire Movie,2003
Safe House,2012
Gabrielle,2006
What Just Happened?,2009
10 Questions for the Dalai Lama,2008
"Yours, Mine and Ours",2006
Dear John,2010
Black Gold (2011),2012
The Paperboy,2012
Journey 2: The Mysterious Island,2012
King Kong,2005
Love Comes Lately,2011
Hua Pi 2 (Painted Skin 2),2012
The Big Year,2012
"Precious: Based on the Novel ""Push"" by Sapphire",2010
Criminal,2004
Always 3 chôme no yûhi '64,2012
Mi primera boda (My First Wedding),2012
Arthur et la vengeance de Maltazard,2009
The Avengers (2012),2012
Recep Ivedik 2,2009
Apocalypto,2007
Hotel for Dogs,2009
Black Water,2009
Crimen ferpecto (El Crimen Perfecto),2005
Niñas Mal (Charm School),2007
The Hoax,2007
The Forbidden Kingdom,2009
To Rome with Love,2012
The Brøken,2008
Jersey Girl,2004
How to Lose Friends and Alienate People,2009
Warren Miller's Journey (IMAX),2004
St. Trinian's,2008
Pirates of the Caribbean: At World's End,2007
Little Ashes,2009
Force,2011
The Bourne Legacy,2012
Journey to the Center of the Earth,2008
Brooklyn's Finest,2010
Hitman,2007
Skaz pro Fedota-streltsa (About Fedot the Shooter),2008
Yihe yuan (Summer Palace),2007
J'ai vu tuer Ben Barka,2005
Sky Captain and the World of Tomorrow,2004
How She Move,2008
The Grey,2012
Bab'Aziz - The Prince Who Contemplated His Soul,2007
The Human Stain,2003
Miss Potter,2007
Nurse Betty,2001
Shi gan (Time),2007
The Day the Earth Stood Still (2008),2008
Halloween: Resurrection,2002
Den kæmpestore bjørn (The Great Bear),2011
Sky Captain and the World of Tomorrow,2004
The Body,2001
Mr. Popper's Penguins,2011
Solstice,2009
Vinyan,2009
Sex and the City,2008
Fame (2009),2010
The Black Dahlia,2006
Transformers 3,2011
"Be Kind, Rewind",2008
W.,2008
My Bloody Valentine 3-D,2009
Birds of America,2012
Mr. Magorium's Wonder Emporium,2008
The Lord of the Rings: The Return of the King,2003
The Most Fun You Can Have Dying,2012
Dolls,2003
Scary Movie 3,2004
Bloodline,2008
Inkheart,2009
No (Chile - 2012),2012
Le refuge,2010
Zodiac,2007
Just Married,2003
Bridge to Terabithia,2007
Late Bloomers,2011
Final Destination 5,2011
Die Drei Räuber,2008
Seeking Justice,2012
Looper,2012
Zodiac,2007
Taken,2008
36 Quai des Orfèvres,2006
The Prestige,2007
Kisses,2010
Igor,2009
Drillbit Taylor,2008
Kisses,2010
Out of Time,2004
Happî furaito (Happy Flight),2009
When a Stranger Calls,2006
"3,000 Miles to Graceland",2002
Saw VI,2009
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006
The Darkest Hour,2011
Shark Tale,2005
Shotgun Stories,2007
Buried,2010
Miami Vice,2006
Love and Other Impossible Pursuits,2010
Twisted,2004
Muyeong geom (A Shadowless Sword),2006
Death Sentence,2008
Impardonnables,2012
It's a Free World...,2008
The Matrix Reloaded,2003
Sin Nombre,2009
Phone Booth,2003
Jumper,2008
Country Strong,2011
What Women Want (Wo Zhi Nu Run Xin),2011
Monsieur Lazhar,2012
Depuis qu'Otar est parti (Since Otar Left),2004
Crime d'amour (Love Crime),2011
"Paris, je t'aime",2007
I Know Who Killed Me,2008
The Hobbit: An Unexpected Journey,2012
The Queen,2007
Gekijouban Naruto: Buraddo purizun,2012
Free Rainer,2010
Race to Witch Mountain,2009
Land of Plenty,2007
Shark Night 3D,2011
Leatherheads,2008
City of Ember,2008
Big Fat Liar,2002
A.I. Artificial Intelligence,2001
The Skin I Live In,2012
The Darjeeling Limited,2008
Yamla Pagla Deewana,2011
L'Homme du train (The Man on the Train),2003
Lao shi ai lao da (a.k.a. Ah Long Pte Ltd),2008
Partition,2008
The Bank,2002
La Véritable histoire du chat botte,2009
Rent,2006
The Truth About Charlie,2002
Dark Shadows,2012
Heartbreakers,2001
The Twilight Saga: New Moon,2009
Das Leben der Anderen (The Lives of Others),2006
Beverly Hills Chihuahua,2008
El Ratón Pérez 2,2009
Standard Operating Procedure,2008
Paranoid Park,2007
Sidewalks of New York,2002
The Devil's Backbone,2002
Märzmelodie,2008
Bad Teacher,2011
Unstoppable,2011
Grindhouse: Planet Terror,2007
Höllentour (Hell on Wheels),2005
The Horsemen,2009
One For the Money,2012
Like Minds,2007
J. Edgar,2012
Martian Child,2009
The Dead Girl,2007
Domestic Disturbance,2002
Inglourious Basterds,2009
Seabiscuit,2004
Låt den rätte komma in (Let the Right One In),2009
Flightplan,2005
Volverte a ver,2008
Le Premier jour du reste de ta vie,2009
Housefull 2,2012
Das Leben ist zu lang,2011
Grown Ups,2010
The 40-Year-Old Virgin,2005
Chaos (2005),2008
Tai bei piao xue (Snowfall in Taipei),2012
The Lord of the Rings: The Return of the King,2003
Heartbreak Hotel,2007
Clash of the Titans (2010),2010
Brothers,2010
Duplex,2004
King of Devil's Island,2012
The Rocker,2008
She's Out of My League,2010
Jerry Cotton,2010
In Time,2011
Izmena,2012
The Human Stain,2003
Downfall (Der Untergang),2004
Mere Baap Pahle Aap,2008
Mogari no mori (The Mourning Forest),2007
The Hunted,2003
The Lovely Bones,2010
Ichimei (Hara-Kiri: Death of a Samurai),2011
"Kerity, la maison des contes",2011
Selon Charlie,2008
Dracula 3D,2012
Brüno,2009
Down in the Valley,2006
Mongol,2008
Nouvelle-France,2005
Fool's Gold,2008
Kottan ermittelt: Rien ne va plus,2011
Welcome to the Rileys,2011
The Incredibles,2004
Arthur Christmas,2011
Arthur Christmas,2011
300,2007
Limitless,2011
The Italian Job,2003
The Kids Are All Right,2010
"10,000 B.C.",2008
Din Tao: Leader of the Parade,2012
Warrior,2011
What Happens in Vegas,2008
Rush Hour 3,2007
Resident Evil: Extinction,2007
Himlens hjärta (Heaven's Heart),2008
50/50,2012
The Karate Kid,2010
Paranormal Activity 4,2012
Bye Bye Blondie,2012
Sex and the City 2,2010
Wall Street: Money Never Sleeps,2011
Elegy,2008
Journey 2: The Mysterious Island,2012
Blades of Glory,2007
101 Reykjavik,2001
Arthur Christmas,2011
The Sweetest Thing,2002
The Hobbit: An Unexpected Journey,2012
Mere Brother Ki Dulhan,2011
The Recruit,2004
"Si jie (Lust, Caution)",2008
Ninja Assassin,2009
Grindhouse: Death Proof,2007
L'Emploi du temps (Time Out),2002
"The Taking of Pelham One, Two, Three",2009
Blade: Trinity,2005
Waitress,2007
The Final Destination,2009
La Doublure (The Valet),2007
Deewane Huye Paagal,2005
Dabbe: Bir Cin Vakasi,2012
The Lord of the Rings: The Return of the King,2003
Cellular,2004
Madagascar 3: Europe's Most Wanted,2012
Let Me In,2010
Conviction,2010
This Is England,2007
How to Train Your Dragon,2010
Land of the Lost,2009
"Je vais bien, ne t'en fais pas",2007
Everybody's Fine,2010
Bridge to Terabithia,2009
Harry Potter and the Deathly Hallows (Part Two),2011
Surviving Christmas,2004
Rumor Has It,2006
Margot at the Wedding,2008
City of Ember,2009
Alex Cross,2012
Death Race,2008
Midnight Meat Train,2008
Zhan. gu (The Drummer),2009
Men in Black II,2002
Amour,2012
The Descent,2006
Underworld Awakening,2012
Beginners,2011
Code 46,2004
Oldboy,2004
Basic,2003
The Lion King (in 3D),2011
Diary of a Wimpy Kid: Dog Days,2012
The Prince and Me,2004
Madagascar,2005
Revanche,2009
Here Comes the Boom,2012
Sinister,2012
Super Size Me,2006
We Bought a Zoo,2012
Malibu's Most Wanted,2003
The Wild Thornberrys,2003
Jjakpae (The City of Violence),2007
En la ciudad,2005
Imagine Me and You,2006
The Hobbit: An Unexpected Journey,2012
Burning Plain,2010
Hitch,2005
Case départ,2011
Southland Tales,2007
Music and Lyrics,2007
Alex Cross,2012
Le Silence de lorna (Lorna's Silence),2008
The Next Three Days,2010
The Karate Kid,2010
Captivity,2007
Modern Times (Re-issue),2003
Recep Ivedik 2,2009
Daan gyun naam yu (Don't Go Breaking My Heart),2011
Knocked Up,2007
The Assassination of Jesse James by the Coward Robert Ford,2007
Insomnia,2003
Los ojos de Julia (Julia's Eyes),2010
Night at the Museum: Battle of the Smithsonian,2009
Io sono Li,2011
Man on Fire,2004
Green Lantern,2011
Collateral,2004
Lady Chatterley,2007
Troy,2004
Les aventures extraordinaires d'Adèle Blanc-Sec (The Extraordinary Adventures of Adèle Blanc-Sec),2010
Life of Pi,2012
The Switch,2010
Underworld: Rise of the Lycans,2009
Contraband,2012
Cellular,2004
Tron Legacy,2010
Los Abrazos rotos (Broken Embraces),2009
Tucker & Dale vs Evil,2011
The Dead Girl,2007
Phone Booth,2003
Black (2009),2009
Wall Street: Money Never Sleeps,2010
Kamennaya bashka (Stone Head),2008
Scorched,2003
Silk,2008
Made of Honor,2008
Am Ende kommen Touristen,2007
Troy,2004
Ong bak 2,2009
Dos hermanos,2010
Collateral Damage,2002
Ella Enchanted,2004
Nanny McPhee,2006
Charlie Wilson's War,2008
Probudim Se Vcera (I Wake Up Yesterday),2012
Failure to Launch,2006
Mizuchi (Death Water),2007
Dan in Real Life,2008
Love in the Time of Cholera,2008
Pon (Phone),2004
Dil Bole Hadippa! (My Heart Goes Hooray),2009
Married Life,2008
Before the Rains,2008
Le Havre,2012
Baruto no gakuen (The Ode of Joy),2007
Yûgiô: Gekijô-ban (Yu-Gi-Oh! The Movie),2004
Final Destination 3,2006
The Loneliest Planet,2012
Actress,2007
Hanna,2011
Right at Your Door,2009
Kung Fu Hustle,2005
Michael Jackson's This Is It,2009
XXY,2008
Anonymous,2011
Kniga masterov (The Book of Masters),2009
Atlantis: The Lost Empire,2001
Eagle Eye,2008
Fame (2009),2009
High School Musical: El Desafio,2008
The Discovery of Heaven,2003
Dance Flick,2009
"Yo, también",2012
Desbocados,2009
The Woman in Black,2012
Pathology,2008
The Alamo,2004
Mr. Brooks,2007
Haywire,2012
Stuart Little 2,2002
My Week with Marilyn,2011
Katalin Varga,2010
Sanctum (3D),2011
Wicker Park,2004
500 Days of Summer,2009
Carlston za Ognjenku,2009
The Home Song Stories,2007
Starsky and Hutch,2004
Dr. Seuss' The Lorax,2012
Faster,2011
Vantage Point,2008
Superbad,2007
The Gathering,2003
Free Style,2009
Repo Men,2010
Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,2009
Carriers,2009
Mausam,2011
Lions for Lambs,2007
Austin Powers in Goldmember,2002
Blue Valentine,2011
The Great Dictator (Re),2002
NASCAR 3D: The IMAX Experience (IMAX),2004
Las acacias,2011
Last Night,2011
Niko - Lentäjän poika (Niko & The Way to the Stars),2009
Je vous trouve très beau,2008
The Princess and the Frog,2009
Sen to Chihiro no Kamikakushi (Spirited Away),2002
A Little Bit of Heaven,2012
Le Silence de lorna (Lorna's Silence),2009
The Marine,2007
En la ciudad de Sylvia,2009
"Hexe Lilli, der Drache und das magische Buch",2009
Tangled,2010
Doraemon: Nobita no kyôryû (2006),2007
RockNRolla,2009
Ultraviolet,2006
Elephant,2004
The Rebound,2009
Starsky and Hutch,2004
Wu ji (The Promise),2008
Street Kings,2008
Fish Tank,2010
Creation,2010
Genova,2009
Across the Universe,2008
Friendship,2010
Quelques jours en septembre,2006
The Echo,2009
Death at a Funeral,2008
Aisha,2010
7 días en La Habana,2012
L'immortel (22 Bullets),2010
A Very Harold & Kumar 3D Christmas,2011
Coriolanus,2012
The Hunger Games,2012
Etz Limon (Lemon Tree),2008
Barbershop 2: Back in Business,2004
Stay Alive,2006
Ice Age: Continental Drift,2012
Recep Ivedik 3,2010
Serendipity,2001
Good Luck Chuck,2007
Dance of the Dragon,2008
Doraemon: Nobita to Midori no kyojinten (2008),2009
600 kilos d'or pur,2010
Ninja Assassin,2009
Fearless (Huo Jian Jia),2006
Le Havre,2012
The Rum Diary,2011
Racing Stripes,2005
Freedom Writers,2007
Pooh's Heffalump Movie,2005
3 (Three),2011
Garbage Warrior,2008
Ghosts of Girlfriends Past,2009
When a Stranger Calls,2006
The Rundown,2004
Sinister,2012
Chromophobia,2006
Seval,2008
Then She Found Me,2008
"Tomorrow, When the War Began",2011
Grbavica: The Land of My Dreams,2007
Lady Chatterley,2007
Ocean's Twelve,2004
Mr. Nice,2010
Madagascar 3: Europe's Most Wanted,2012
Phone Booth,2003
"Big Mommas: Like Father, Like Son",2011
Please Give,2010
Vicky Cristina Barcelona,2009
Tron Legacy,2010
Niko 2 - Lentäjäveljekset,2012
Les Bureaux de Dieu,2009
Intimacy,2001
Saw 3D,2010
The Cold Light of Day,2012
Paul,2011
Rent,2006
Babel,2006
Panic Room,2002
The Rundown,2004
Twilight,2008
The Good Heart,2010
Long Time Dead,2002
Palermo Shooting,2009
Dostana,2008
Las viudas de los jueves,2009
Baekyahaeng (White Night),2010
Battle for Terra,2009
Ocean's Thirteen,2007
Chernobyl Diaries,2012
The Beaver,2011
The Bucket List,2008
Elling,2004
Wedding Daze,2008
Paranormal Activity,2010
Maaginen kristalli (The Magic Crystal),2012
Séraphine,2009
The Omen (2006),2006
Türkisch für Anfänger - Der Film,2012
Vals Im Bashir (Waltz with Bashir),2008
Total Recall (2012),2012
Indiana Jones and the Kingdom of the Crystal Skull,2008
Then She Found Me,2009
Låt den rätte komma in (Let the Right One In),2009
Finding Nemo (in 3D),2012
"I, Robot",2004
Bus 174,2003
Mr. Brooks,2008
Submarino,2011
Rare Exports: A Christmas Tale,2010
Tron Legacy,2010
Gamer (2009),2009
Mullewapp - Freunde für immer,2010
Snow Flower and the Secret Fan,2011
Brothers,2010
The Informers,2009
Black Sheep (2007),2007
Separate Lies,2006
The Breed,2008
Das Weiße Rauschen,2011
The Ring Two,2005
Madagascar,2005
Terminator Salvation: The Future Begins,2009
Ce qu'il faut pour vivre (The Necessities of Life),2010
Milyang (Secret Sunshine),2007
The Matrix Revolutions,2003
The Dark Knight Rises,2012
Salmon Fishing in the Yemen,2012
Step Brothers,2008
Singularidades de uma Rapariga Loura (Eccentricities of a Blonde-haired Girl),2010
Don't Say a Word,2002
Sim lam juk kau (Shaolin Soccer),2004
Yes Man,2009
When a Wolf Falls in Love with a Sheep,2012
The Sorcerer's Apprentice,2010
"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom)",2004
Goodbye Mama,2011
Intruders,2012
1408,2007
The Joneses,2010
Talladega Nights: The Ballad of Ricky Bobby,2006
Beginners,2011
Berlin Calling,2010
Sea Rex 3D: Journey to a Prehistoric World,2010
Tower Heist,2011
15 ans et demi,2010
The Dark,2006
The Twilight Saga: Eclipse,2010
L'Ivresse du pouvoir (Comedy of Power),2006
The Inner Life of Martin Frost,2007
2 Days In New York,2012
The Boy in the Striped Pajamas,2008
Valhalla Rising,2010
The Bucket List,2008
"Les adieux à la reine (Farewell, My Queen)",2012
Sweet Home Alabama,2003
Until Death,2007
The Eye of the Storm,2011
Coraline,2010
La Clef,2008
The Italian Job,2003
Elles,2012
Jianyu (Reign of Assassins),2010
Battle for Terra,2010
Änglagård - Tredje gången gillt,2011
Lola Versus,2012
House of Sand and Fog,2004
The Twilight Saga: Eclipse,2010
Over Her Dead Body,2008
The Terminal,2004
Pandorum,2009
Get Smart,2008
Black Knight,2002
Transformers 3,2011
The Edge of Love,2008
Eight Legged Freaks,2002
fear dot com,2003
Dororo,2007
Legend of the Guardians: The Owls of Ga'Hoole,2010
Hannibal Rising,2007
American Reunion,2012
Accepted,2006
La chispa de la vida,2012
Zhaibian (The Heirloom),2005
Water,2006
American Gangster,2008
Harry Potter and the Half Blood Prince,2009
Les Miserables (2012),2012
City of Ember,2008
Tears of the Sun,2003
Deuce Bigalow: European Gigolo,2005
Flags of Our Fathers,2007
Cradle 2 the Grave,2003
London River,2010
Material Girls,2006
Rundskop (Bullshead),2011
Pollock,2002
Lucky Number Slevin,2006
Deathwatch,2002
George Harrison: Living in the Material World,2011
Apocalypto,2006
Get Low,2011
The Hurt Locker,2010
Michael Jackson's This Is It,2009
The Time Traveler's Wife,2009
Cradle 2 the Grave,2003
I Am Love,2010
Made of Honor,2008
Emergo (Apartment 143),2012
Paranormal Activity,2009
Oceans,2010
Le Havre,2012
RockNRolla,2009
The Bourne Identity,2002
Evan Almighty,2007
The Pursuit of Happyness,2007
127 Hours,2011
Dog Soldiers,2003
Trust the Man,2007
Underworld: Rise of the Lycans,2009
Les neiges du Kilimandjaro (The Snows of Kilimandjaro),2012
Seabiscuit,2003
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006
Vicky Cristina Barcelona,2008
Dead Silence,2007
Defiance,2009
Cleaner,2008
Pirates of the Caribbean: At World's End,2007
Mr. Brooks,2008
The Descent,2006
Seraphim Falls,2007
Bienvenue chez les Ch'tis,2009
Avatar,2010
That's My Boy,2012
Monster's Ball,2002
Fun with Dick and Jane,2006
L'Enquête corse (The Corsican File),2007
The Shaggy Dog,2006
A Royal Affair,2012
Phir Milenge,2004
The Next Three Days,2010
The Artist,2012
Chloe,2011
Roadside Romeo,2009
Evan Almighty,2007
The Princess and the Frog,2009
High School Musical 3: Senior Year,2008
Chronicle (2012),2012
The Devil Inside,2012
Hope Springs,2012
L'Avocat de la terreur (Terror's Advocate),2008
Electrick Children,2012
Inception,2010
Johnny English Reborn,2011
Match Point,2006
Defamation,2009
Black Gold (2011),2011
They,2003
Slither,2006
L' Italien,2011
The Hitcher (2007),2007
Celda 211,2010
Vanity Fair,2004
Tom yum goong (The Protector),2006
We Own the Night,2008
Blutzbrüdaz,2011
120,2008
Kirschblüten - Hanami (Cherry Blossoms),2010
The Wolfman,2010
Apne,2007
Auf Der Suche Nach Dem Gedachtnis,2008
Blueprint,2007
Chronicle (2012),2012
Ek Tha Tiger,2012
Ghosts of Girlfriends Past,2009
The Hottest State,2007
The Beautiful Country,2005
The Spy Next Door,2010
Shorts,2009
Little Children,2007
Limbo (2010),2010
Before Sunset,2004
Tutta la vita davanti,2010
DodgeBall: A True Underdog Story,2004
Pride,2007
L'Apollonide (Souvenirs de la maison close) (House of Tolerance),2011
Kirikou Et Les Hommes Et Les Femmes,2012
